Model Name,Metric Name,Average Value,Depth Values,Inference Time
Earthformer,MSE,0.00014014057524036616,"[[[3.4575932659208775e-05, 7.60905968490988e-05, 0.00017532419587951154, 0.00023515353677794337, 0.00019511936989147216, 0.00021558321896009147, 0.00015268143033608794, 0.00012796669034287333, 0.00011360483767930418, 0.00010438476601848379, 7.796260615577921e-05, 5.673205305356532e-05, 0.00026929692830890417, 0.000149164508911781, 0.00011846777488244697]]]",0.055899378200992944
Earthformer,RMSE,0.011302074417471886,"[[[0.005800558254122734, 0.008558111265301704, 0.012926174327731133, 0.015191001817584038, 0.013577345758676529, 0.014272144995629787, 0.01228994783014059, 0.011204414069652557, 0.010541150346398354, 0.010103605687618256, 0.008710240945219994, 0.007357359863817692, 0.016071712598204613, 0.012079507112503052, 0.01084783487021923]]]",0.055899378200992944
Earthformer,MaxError,0.18965506553649902,"[[[0.12926173210144043, 0.11185997724533081, 0.17645108699798584, 0.18965506553649902, 0.1330687403678894, 0.13028806447982788, 0.12188661098480225, 0.11030977964401245, 0.09281939268112183, 0.09599506855010986, 0.08315539360046387, 0.0698232650756836, 0.1475929617881775, 0.11173439025878906, 0.06450796127319336]]]",0.055899378200992944
Earthformer,NRMSE,0.02672375552356243,"[[[0.012775410898029804, 0.018539462238550186, 0.025567321106791496, 0.03293260559439659, 0.028198186308145523, 0.024911370128393173, 0.02117828279733658, 0.019248919561505318, 0.01895422302186489, 0.018197674304246902, 0.015676245093345642, 0.013183469884097576, 0.05956883728504181, 0.04941704496741295, 0.04250723868608475]]]",0.055899378200992944
Earthformer,R2,0.9977678656578064,"[[[0.9995903372764587, 0.9991298317909241, 0.998331606388092, 0.9973136782646179, 0.9979566931724548, 0.9984040856361389, 0.9988951683044434, 0.9990796446800232, 0.9991046786308289, 0.999174177646637, 0.9993839859962463, 0.9995556473731995, 0.9910736083984375, 0.993947446346283, 0.9955771565437317]]]",0.055899378200992944
UNET,MSE,0.00013598872465081513,"[[[3.213970921933651e-05, 9.31489048525691e-05, 0.0002150728541892022, 0.0002454592613503337, 0.00016486074309796095, 0.00017528075841255486, 0.00015489892393816262, 0.0001260234712390229, 0.00011317994358250871, 0.0001009665138553828, 8.387349953409284e-05, 5.5149237596197054e-05, 0.00024829289759509265, 0.00013182546535972506, 9.965858043869957e-05]]]",0.023731933480594308
UNET,RMSE,0.011096415109932423,"[[[0.005454940255731344, 0.009313447400927544, 0.014243781566619873, 0.015411493368446827, 0.012647400610148907, 0.013058646582067013, 0.01207397598773241, 0.01100196223706007, 0.010376586578786373, 0.00987294316291809, 0.008986423723399639, 0.007254422642290592, 0.015447529964148998, 0.011347992345690727, 0.0099546629935503]]]",0.023731933480594308
UNET,MaxError,0.19410455226898193,"[[[0.125160813331604, 0.12727266550064087, 0.19280469417572021, 0.19410455226898193, 0.1268414855003357, 0.13310474157333374, 0.10416775941848755, 0.11043256521224976, 0.10035455226898193, 0.09857285022735596, 0.08518314361572266, 0.06731700897216797, 0.14652296900749207, 0.10662734508514404, 0.06176385283470154]]]",0.023731933480594308
UNET,NRMSE,0.026055999100208282,"[[[0.01200560200959444, 0.0201678816229105, 0.028169378638267517, 0.033400893211364746, 0.026296863332390785, 0.02281304821372032, 0.020775550976395607, 0.018890254199504852, 0.01865038275718689, 0.01777920126914978, 0.01617317460477352, 0.013000400736927986, 0.05729283019900322, 0.04641854763031006, 0.039005979895591736]]]",0.023731933480594308
UNET,R2,0.9979039430618286,"[[[0.999620258808136, 0.9989365935325623, 0.997955322265625, 0.9972015023231506, 0.9982665777206421, 0.9986985325813293, 0.9988855719566345, 0.999095618724823, 0.9991094470024109, 0.999201774597168, 0.9993374347686768, 0.9995679259300232, 0.9917539954185486, 0.9946508407592773, 0.9962777495384216]]]",0.023731933480594308
MLPE,MSE,0.00020283155026845634,"[[[4.3718679080484435e-05, 0.0001198397294501774, 0.0002744546509347856, 0.0003538242308422923, 0.0002547835756558925, 0.0003435996768530458, 0.0002987316402141005, 0.00024348427541553974, 0.00018955820996779948, 0.00017115027003455907, 0.00014169176574796438, 0.00010444380313856527, 0.00025969583657570183, 0.00014028375153429806, 0.00010321303125238046]]]",0.012728674879763275
MLPE,RMSE,0.01344336848706007,"[[[0.006426167208701372, 0.010658401064574718, 0.01616557128727436, 0.01819814182817936, 0.015359096229076385, 0.017804108560085297, 0.016450216993689537, 0.014986017718911171, 0.01331382617354393, 0.012842976488173008, 0.011745116673409939, 0.010088887996971607, 0.01576421968638897, 0.011718270368874073, 0.010129493661224842]]]",0.012728674879763275
MLPE,MaxError,0.2313464879989624,"[[[0.12966686487197876, 0.13678622245788574, 0.21542233228683472, 0.2313464879989624, 0.16262757778167725, 0.1352938413619995, 0.12749022245407104, 0.13334476947784424, 0.11216646432876587, 0.11146891117095947, 0.09360098838806152, 0.07453781366348267, 0.14687857031822205, 0.10797584056854248, 0.0701579749584198]]]",0.012728674879763275
MLPE,NRMSE,0.030523741617798805,"[[[0.014142876490950584, 0.023080280050635338, 0.03196711838245392, 0.03939499333500862, 0.031887445598840714, 0.0310619305819273, 0.02828674204647541, 0.02571384608745575, 0.023919828236103058, 0.023122496902942657, 0.02113555371761322, 0.018079867586493492, 0.05844835937023163, 0.04792730137705803, 0.039687447249889374]]]",0.012728674879763275
MLPE,R2,0.9972978234291077,"[[[0.9994835257530212, 0.9986317753791809, 0.9973912835121155, 0.9959837198257446, 0.9973369240760803, 0.9974619150161743, 0.9978557229042053, 0.998256504535675, 0.9985106587409973, 0.9986479878425598, 0.9988811016082764, 0.9991818070411682, 0.991387128829956, 0.9943100810050964, 0.9961463212966919]]]",0.012728674879763275
AT_GRU,MSE,0.0077389939688146114,"[[[0.006979255937039852, 0.0072500333189964294, 0.008535369299352169, 0.0099000483751297, 0.0077688079327344894, 0.007787024602293968, 0.007538807112723589, 0.007310645189136267, 0.007497343234717846, 0.007506935391575098, 0.007390934508293867, 0.007078914437443018, 0.009522808715701103, 0.007243817206472158, 0.006774161476641893]]]",0.012559109919238835
AT_GRU,RMSE,0.08783341199159622,"[[[0.08353803306818008, 0.08513478189706802, 0.09237760305404663, 0.09946943074464798, 0.08812632411718369, 0.08823703229427338, 0.08682368695735931, 0.08549700677394867, 0.086582712829113, 0.08664008229970932, 0.08596919476985931, 0.08413577079772949, 0.09755734354257584, 0.08510824292898178, 0.08230391144752502]]]",0.012559109919238835
AT_GRU,MaxError,0.7090275287628174,"[[[0.4240257740020752, 0.3752453923225403, 0.5873228907585144, 0.7090275287628174, 0.5071710348129272, 0.5244584083557129, 0.42675381898880005, 0.3869497776031494, 0.40684211254119873, 0.4250163435935974, 0.4055880904197693, 0.41196268796920776, 0.4829460382461548, 0.39802852272987366, 0.4404158592224121]]]",0.012559109919238835
AT_GRU,NRMSE,0.20348331332206726,"[[[0.18394835293293, 0.18454469740390778, 0.1829366385936737, 0.2158993035554886, 0.1834263950586319, 0.15433280169963837, 0.14968954026699066, 0.14695829153060913, 0.15574434399604797, 0.15607643127441406, 0.15475329756736755, 0.15081343054771423, 0.3621777296066284, 0.34836405515670776, 0.32258448004722595]]]",0.012559109919238835
AT_GRU,R2,0.886201024055481,"[[[0.9173898100852966, 0.9168830513954163, 0.9184091091156006, 0.8864218592643738, 0.9179581999778748, 0.9419010877609253, 0.9453346729278564, 0.9473040699958801, 0.9408167004585266, 0.9405621290206909, 0.9415567517280579, 0.9444836378097534, 0.6821268796920776, 0.7051646113395691, 0.7467014193534851]]]",0.012559109919238835
FNN,MSE,nan,"[[[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]]]",0.021111808638088404
FNN,RMSE,nan,"[[[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]]]",0.021111808638088404
FNN,MaxError,nan,"[[[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]]]",0.021111808638088404
FNN,NRMSE,nan,"[[[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]]]",0.021111808638088404
FNN,R2,nan,"[[[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]]]",0.021111808638088404
FNN,L2RE,nan,"[[[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]]]",0.021111808638088404
FNN,MSE,0.00368819129653275,0.00368819129653275,0.021571118040010332
FNN,RMSE,0.059303902089595795,0.059303902089595795,0.021571118040010332
FNN,MaxError,0.3672553300857544,0.3672553300857544,0.021571118040010332
FNN,NRMSE,0.1354285031557083,0.1354285031557083,0.021571118040010332
FNN,R2,0.3790464699268341,0.3790464699268341,0.021571118040010332
FNN,L2RE,0.1414611041545868,0.1414611041545868,0.021571118040010332
FNN,MSE,0.003559839678928256,0.003559839678928256,0.027840955359861256
FNN,RMSE,0.05716152861714363,0.05716152861714363,0.027840955359861256
FNN,MaxError,0.35635390877723694,0.35635390877723694,0.027840955359861256
FNN,NRMSE,0.1298259198665619,0.1298259198665619,0.027840955359861256
FNN,R2,0.41937050223350525,0.41937050223350525,0.027840955359861256
FNN,L2RE,0.136115163564682,0.136115163564682,0.027840955359861256
FNN,MSE,0.003919717390090227,0.003919717390090227,0.026666869637556375
FNN,RMSE,0.060707200318574905,0.060707200318574905,0.026666869637556375
FNN,MaxError,0.3890346884727478,0.3890346884727478,0.026666869637556375
FNN,NRMSE,0.13762812316417694,0.13762812316417694,0.026666869637556375
FNN,R2,0.3599381148815155,0.3599381148815155,0.026666869637556375
FNN,L2RE,0.14477424323558807,0.14477424323558807,0.026666869637556375
FNN,MSE,0.003044207813218236,0.003044207813218236,0.043071675240062175
FNN,RMSE,0.05352092534303665,0.05352092534303665,0.043071675240062175
FNN,MaxError,0.3508930504322052,0.3508930504322052,0.043071675240062175
FNN,NRMSE,0.12137534469366074,0.12137534469366074,0.043071675240062175
FNN,R2,0.5009936094284058,0.5009936094284058,0.043071675240062175
FNN,L2RE,0.1275378316640854,0.1275378316640854,0.043071675240062175
FNN,MSE,0.0036783998366445303,0.0036783998366445303,0.04175221235956997
FNN,RMSE,0.057138994336128235,0.057138994336128235,0.04175221235956997
FNN,MaxError,0.3777312934398651,0.3777312934398651,0.04175221235956997
FNN,NRMSE,0.12848490476608276,0.12848490476608276,0.04175221235956997
FNN,R2,0.432691752910614,0.432691752910614,0.04175221235956997
FNN,L2RE,0.1355036050081253,0.1355036050081253,0.04175221235956997
FNN,MSE,0.0031169785652309656,"[[[0.007241975516080856, 0.006603663321584463, 0.004905195906758308, 0.0027461759746074677, 0.00213219434954226, 0.001620095339603722, 0.0016063975635915995, 0.001534072682261467, 0.0019740350544452667, 0.00261514401063323, 0.002517653163522482, 0.0027495829854160547, 0.002974898787215352, 0.0024575679562985897, 0.003076025750488043]]]",0.020809511318802834
FNN,RMSE,0.051412079483270645,"[[[0.07346110045909882, 0.0705861821770668, 0.06259298324584961, 0.04997928440570831, 0.04507843777537346, 0.0396297313272953, 0.03939312696456909, 0.038641542196273804, 0.04367464780807495, 0.05030040442943573, 0.04956463724374771, 0.05179981514811516, 0.05379524081945419, 0.04879100248217583, 0.05389304831624031]]]",0.020809511318802834
FNN,MaxError,0.3864651024341583,"[[[0.3864651024341583, 0.374552458524704, 0.25158748030662537, 0.2340315282344818, 0.2222561240196228, 0.1858776956796646, 0.20397260785102844, 0.2204265594482422, 0.24473249912261963, 0.27921077609062195, 0.3459485173225403, 0.33169084787368774, 0.3374800682067871, 0.22057262063026428, 0.2267667055130005]]]",0.020809511318802834
FNN,NRMSE,0.10173845291137695,"[[[0.1370975226163864, 0.13562004268169403, 0.09954971820116043, 0.09888897091150284, 0.09276524931192398, 0.105052150785923, 0.10367798805236816, 0.10462141036987305, 0.09191661328077316, 0.08722687512636185, 0.0971577912569046, 0.09424204379320145, 0.09638278931379318, 0.0967114120721817, 0.08516614139080048]]]",0.020809511318802834
FNN,R2,0.9420658946037292,"[[[0.8912953734397888, 0.8984655737876892, 0.9510419368743896, 0.9508832097053528, 0.9583158493041992, 0.9440649747848511, 0.9449388384819031, 0.9426147937774658, 0.9546769261360168, 0.956653356552124, 0.9398436546325684, 0.9420507550239563, 0.9421043395996094, 0.9499014019966125, 0.9641374945640564]]]",0.020809511318802834
FNN,L2RE,0.12435688078403473,"[[[0.16218850016593933, 0.1571616679430008, 0.10954272001981735, 0.11566724628210068, 0.10803961753845215, 0.1263507753610611, 0.12507517635822296, 0.12806183099746704, 0.11333899945020676, 0.11103320121765137, 0.13186071813106537, 0.12944325804710388, 0.12902209162712097, 0.1191953644156456, 0.0993720144033432]]]",0.020809511318802834
FNN,MSE,0.0029625841416418552,"[[[0.0066408924758434296, 0.00606877077370882, 0.004399437922984362, 0.0025914248544722795, 0.0021269426215440035, 0.0016478314064443111, 0.0016149107832461596, 0.0015278257196769118, 0.0019285604357719421, 0.002544577931985259, 0.0024849711917340755, 0.0027173450216650963, 0.0028527649119496346, 0.0023718583397567272, 0.002920650877058506]]]",0.02087263560388237
FNN,RMSE,0.050385262817144394,"[[[0.07151952385902405, 0.06896161288022995, 0.060079529881477356, 0.04858279600739479, 0.04451734945178032, 0.03981509059667587, 0.039321087300777435, 0.03838731348514557, 0.0429031141102314, 0.04922148212790489, 0.04904423654079437, 0.0513194277882576, 0.05246578902006149, 0.04768760874867439, 0.05195301026105881]]]",0.02087263560388237
FNN,MaxError,0.35232269763946533,"[[[0.35232269763946533, 0.34053874015808105, 0.24544242024421692, 0.20620331168174744, 0.21253159642219543, 0.18930156528949738, 0.18475152552127838, 0.19103264808654785, 0.24406945705413818, 0.31523171067237854, 0.3415369987487793, 0.31626611948013306, 0.3210853636264801, 0.22280478477478027, 0.23543378710746765]]]",0.02087263560388237
FNN,NRMSE,0.09986244887113571,"[[[0.1347029060125351, 0.13360799849033356, 0.09584039449691772, 0.09608989208936691, 0.09126453101634979, 0.10528925061225891, 0.10308341681957245, 0.1035677045583725, 0.08985605835914612, 0.08491244167089462, 0.09584026038646698, 0.09310079365968704, 0.09392037987709045, 0.09457817673683167, 0.0822824239730835]]]",0.02087263560388237
FNN,R2,0.9440320730209351,"[[[0.8981518149375916, 0.9046301245689392, 0.9556819200515747, 0.9535269737243652, 0.9585950970649719, 0.9431875348091125, 0.9447152614593506, 0.9428737163543701, 0.9557172656059265, 0.9578181505203247, 0.9406509399414062, 0.9427684545516968, 0.9444908499717712, 0.9516782164573669, 0.9659945368766785]]]",0.02087263560388237
FNN,L2RE,0.12224075943231583,"[[[0.15886381268501282, 0.1545182168483734, 0.10541550070047379, 0.11252431571483612, 0.10657212883234024, 0.12689310312271118, 0.12480992078781128, 0.12721772491931915, 0.11135129630565643, 0.10866605490446091, 0.13046897947788239, 0.1282244771718979, 0.12583617866039276, 0.1164870411157608, 0.09576264768838882]]]",0.02087263560388237
LSTM,MSE,0.002648754511028528,"[[[0.00685423519462347, 0.006082551553845406, 0.0033686666283756495, 0.0025947329122573137, 0.0017834141617640853, 0.0015128033701330423, 0.0014431312447413802, 0.0012504737824201584, 0.001636885921470821, 0.002377490745857358, 0.002482385840266943, 0.002646992215886712, 0.002454094821587205, 0.0017257222207263112, 0.0015177343739196658]]]",0.024959142520092428
LSTM,RMSE,0.047878652811050415,"[[[0.07518868893384933, 0.07108081877231598, 0.052786849439144135, 0.04887344315648079, 0.04098402336239815, 0.03802194073796272, 0.03751039505004883, 0.03507288917899132, 0.040175020694732666, 0.04845023900270462, 0.049620695412158966, 0.05121150240302086, 0.04918232187628746, 0.0412619449198246, 0.038758985698223114]]]",0.024959142520092428
LSTM,MaxError,0.35231876373291016,"[[[0.35231876373291016, 0.321485698223114, 0.2658237814903259, 0.21794700622558594, 0.23720943927764893, 0.31503164768218994, 0.2606153190135956, 0.2178063988685608, 0.22183388471603394, 0.25335654616355896, 0.282304972410202, 0.27387967705726624, 0.2580713927745819, 0.2256685197353363, 0.217852383852005]]]",0.024959142520092428
LSTM,NRMSE,0.09707541763782501,"[[[0.15152546763420105, 0.14452457427978516, 0.08706910908222198, 0.099132239818573, 0.08577878773212433, 0.1019214615225792, 0.09937425702810287, 0.0951336994767189, 0.08441168814897537, 0.084498330950737, 0.09823676198720932, 0.09404540061950684, 0.088142529129982, 0.08121950179338455, 0.061117421835660934]]]",0.024959142520092428
LSTM,R2,0.945855438709259,"[[[0.8696752190589905, 0.8870242834091187, 0.9626043438911438, 0.9494785666465759, 0.9637675285339355, 0.9462679028511047, 0.9494357109069824, 0.9527007937431335, 0.9622251391410828, 0.96039217710495, 0.9403475522994995, 0.9441035985946655, 0.9524654150009155, 0.9649875164031982, 0.9823559522628784]]]",0.024959142520092428
LSTM,L2RE,0.11808042228221893,"[[[0.1763528734445572, 0.166157066822052, 0.09497850388288498, 0.11538063734769821, 0.09916610270738602, 0.12207965552806854, 0.11974649131298065, 0.1164945662021637, 0.10428486764431, 0.10699275881052017, 0.1321122944355011, 0.12794633209705353, 0.11758996546268463, 0.10056737065315247, 0.07135672122240067]]]",0.024959142520092428
Earthformer,MSE,0.007066859398037195,"[[[0.0195610374212265, 0.019112683832645416, 0.004389109089970589, 0.0033096459228545427, 0.0066060530953109264, 0.007034197449684143, 0.00633548479527235, 0.0029890674632042646, 0.003305227728560567, 0.001153011922724545, 0.007676352746784687, 0.005695400293916464, 0.0015321802347898483, 0.00461850268766284, 0.012684936635196209]]]",0.056437870883382854
Earthformer,RMSE,0.06576421856880188,"[[[0.11099299788475037, 0.11035076528787613, 0.056296128779649734, 0.049694400280714035, 0.06605777889490128, 0.06670709699392319, 0.06692352145910263, 0.046630047261714935, 0.04880556836724281, 0.03351510316133499, 0.07527664303779602, 0.06728275865316391, 0.03797255828976631, 0.058237552642822266, 0.09172041714191437]]]",0.056437870883382854
Earthformer,MaxError,0.5858006477355957,"[[[0.582689106464386, 0.5858006477355957, 0.22678089141845703, 0.319467693567276, 0.43660175800323486, 0.4527904689311981, 0.2519960403442383, 0.25606799125671387, 0.2834382653236389, 0.21776503324508667, 0.33531445264816284, 0.3424047529697418, 0.24702399969100952, 0.29345017671585083, 0.3871137499809265]]]",0.056437870883382854
Earthformer,NRMSE,0.12999501824378967,"[[[0.19913128018379211, 0.20435477793216705, 0.08824556320905685, 0.09726602584123611, 0.13345035910606384, 0.17324279248714447, 0.17379163205623627, 0.12646299600601196, 0.1018640398979187, 0.05815311148762703, 0.14679574966430664, 0.12211932241916656, 0.06793858110904694, 0.11289598047733307, 0.14421308040618896]]]",0.056437870883382854
Earthformer,R2,0.865441083908081,"[[[0.7269086837768555, 0.7225143909454346, 0.957428514957428, 0.9408320188522339, 0.8722836375236511, 0.7574885487556458, 0.7853026986122131, 0.8876943588256836, 0.923998236656189, 0.9808394312858582, 0.8169806003570557, 0.8805053234100342, 0.970310628414154, 0.9060364365577698, 0.852492094039917]]]",0.056437870883382854
Earthformer,L2RE,0.15937496721744537,"[[[0.23629458248615265, 0.23741210997104645, 0.0972970649600029, 0.11446940153837204, 0.1571911722421646, 0.21182018518447876, 0.2114926129579544, 0.15454153716564178, 0.12650661170482635, 0.07396885752677917, 0.19998525083065033, 0.1678076684474945, 0.09080665558576584, 0.1421235352754593, 0.1689072996377945]]]",0.056437870883382854
UNET,MSE,0.7174669504165649,"[[[1.3264491558074951, 0.3181714117527008, 1.511852741241455, 0.9114062190055847, 0.8949577212333679, 0.020459318533539772, 0.7513017654418945, 0.5905442237854004, 0.28004196286201477, 0.3890819549560547, 0.6878811717033386, 1.5870764255523682, 0.27618321776390076, 0.992073655128479, 0.22452327609062195]]]",0.029666170561686158
UNET,RMSE,0.7790814638137817,"[[[1.1434664726257324, 0.5627918243408203, 1.2229012250900269, 0.9506621956825256, 0.9027302861213684, 0.13690607249736786, 0.8252436518669128, 0.7590665221214294, 0.5161019563674927, 0.623721718788147, 0.8185725808143616, 1.2430939674377441, 0.5253312587738037, 0.9879254102706909, 0.4677063524723053]]]",0.029666170561686158
UNET,MaxError,2.320702075958252,"[[[1.9280445575714111, 1.1217262744903564, 2.0845789909362793, 1.6198822259902954, 2.320702075958252, 0.4780513346195221, 1.9198325872421265, 1.5844252109527588, 1.2686333656311035, 0.9806151390075684, 1.4735803604125977, 2.3197100162506104, 0.8666291236877441, 2.18001127243042, 0.8002725839614868]]]",0.029666170561686158
UNET,NRMSE,1.5835700035095215,"[[[2.3711984157562256, 1.184353232383728, 2.0356523990631104, 1.9208791255950928, 1.8900344371795654, 0.37011057138442993, 2.199089527130127, 2.0675101280212402, 1.0919461250305176, 1.0841997861862183, 1.6154850721359253, 2.272066354751587, 0.9451059699058533, 1.9637705087661743, 0.742146909236908]]]",0.029666170561686158
UNET,R2,-14.16921329498291,"[[[-26.31996726989746, -5.417399883270264, -16.37989616394043, -16.40973663330078, -17.028139114379883, 0.27487170696258545, -25.29757308959961, -21.34214973449707, -5.494271755218506, -5.482867240905762, -15.597124099731445, -32.75421905517578, -4.403893947601318, -19.26432991027832, -1.6214975118637085]]]",0.029666170561686158
UNET,L2RE,1.9249821901321411,"[[[2.7434005737304688, 1.3452352285385132, 2.218653678894043, 2.236565589904785, 2.180466890335083, 0.43924984335899353, 2.633791446685791, 2.5224225521087646, 1.3426073789596558, 1.378462553024292, 2.182485818862915, 3.1126909255981445, 1.2613449096679688, 2.4146535396575928, 0.8627018332481384]]]",0.029666170561686158
FNN,MSE,0.00025441087200306356,"[[[4.771464227815159e-05, 0.0001523046230431646, 0.0003247043350711465, 0.0003808798501268029, 0.0002834978513419628, 0.00037472875555977225, 0.00034552201395854354, 0.0003177800099365413, 0.0002736366877797991, 0.0002519180125091225, 0.00019452387641649693, 0.00013053725706413388, 0.00037345319287851453, 0.0002115951501764357, 0.00015336662181653082]]]",0.021866509639658034
FNN,RMSE,0.015340826474130154,"[[[0.006710783578455448, 0.012025905773043633, 0.017755679786205292, 0.01933697611093521, 0.016664475202560425, 0.018879877403378487, 0.018148694187402725, 0.017503997310996056, 0.01636185310781002, 0.015732431784272194, 0.013831484131515026, 0.011321290396153927, 0.019084259867668152, 0.014425577595829964, 0.012329110875725746]]]",0.021866509639658034
FNN,MaxError,0.19047003984451294,"[[[0.13895255327224731, 0.11089599132537842, 0.1814197301864624, 0.19047003984451294, 0.13959813117980957, 0.14703762531280518, 0.1096767783164978, 0.10432034730911255, 0.096530020236969, 0.09991759061813354, 0.08313339948654175, 0.06938201189041138, 0.1435784101486206, 0.1124965250492096, 0.06492456793785095]]]",0.021866509639658034
FNN,NRMSE,0.02241680398583412,"[[[0.010065574198961258, 0.017071934416890144, 0.022198932245373726, 0.02589314430952072, 0.022309746593236923, 0.021831540390849113, 0.020776666700839996, 0.02005341649055481, 0.019618118181824684, 0.01888149417936802, 0.01670554280281067, 0.013745411299169064, 0.040525034070014954, 0.03591671213507652, 0.03065878339111805]]]",0.021866509639658034
FNN,R2,0.9974499940872192,"[[[0.9995986819267273, 0.9987578988075256, 0.9977940320968628, 0.9968910813331604, 0.9978689551353455, 0.9980031251907349, 0.9982120990753174, 0.9983689785003662, 0.9984652400016785, 0.9985840916633606, 0.9989085793495178, 0.9992738366127014, 0.9911903738975525, 0.9939047694206238, 0.9959273338317871]]]",0.021866509639658034
FNN,L2RE,0.0249822735786438,"[[[0.01048670057207346, 0.018503941595554352, 0.024951471015810966, 0.02978566661477089, 0.02462182380259037, 0.023464441299438477, 0.022227879613637924, 0.021362079307436943, 0.02088552713394165, 0.020107006654143333, 0.017663082107901573, 0.014395954087376595, 0.050165899097919464, 0.041836757212877274, 0.03427590802311897]]]",0.021866509639658034
LSTM,MSE,0.0007637710659764707,"[[[0.0005636661662720144, 0.0006745510618202388, 0.0008671143441461027, 0.000996681279502809, 0.0008068095194175839, 0.0009209911804646254, 0.0008325034868903458, 0.000796868116594851, 0.0007390750106424093, 0.0007232338539324701, 0.0006919259903952479, 0.0006130620604380965, 0.00109314254950732, 0.0006474482943303883, 0.0004894916783086956]]]",0.021379724442958832
